"","Species","Mass_g","litter_or_clutch_size_n","litters_or_clutches_per_y","longevity_y","female_maturity_d","gestation_d","weaning_d","Binomial","GBIF_ID"
"3018","Oryzomys rhabdops",41.645,3.735,-999,-999,-999,-999,-999,"Oryzomys_rhabdops","2438076"
"3019","Oryzomys rostratus",49.99,3.88,-999,-999,-999,-999,-999,"Oryzomys_rostratus","2438109"
"3020","Oryzomys russatus",60.5,-999,-999,-999,-999,-999,-999,"Oryzomys_russatus","4265040"
"3021","Oryzomys saturatior",41.645,3.735,-999,-999,-999,-999,-999,"Oryzomys_saturatior","2438078"
"3022","Oryzomys scotti",49.91,4.585,-999,-999,-999,-999,29.218,"Oryzomys_scotti","4265048"
"3023","Oryzomys subflavus",49.91,4.585,-999,-999,-999,-999,29.218,"Oryzomys_subflavus","2438066"
"3024","Oryzomys talamancae",54.99,-999,-999,-999,-999,-999,-999,"Oryzomys_talamancae","2438090"
"3025","Oryzomys xanthaeolus",79.79,-999,-999,-999,-999,-999,-999,"Oryzomys_xanthaeolus","4265051"
"3026","Oryzomys yunganus",60.5,-999,-999,-999,-999,-999,-999,"Oryzomys_yunganus","2438068"
"3027","Oryzorictes hova",35.74,-999,-999,-999,-999,-999,-999,"Oryzorictes_hova","2432112"
"3028","Oryzorictes tetradactylus",35.99,-999,-999,-999,-999,-999,-999,"Oryzorictes_tetradactylus","2432111"
"3029","Osgoodomys banderanus",49.99,1.68,-999,-999,-999,-999,-999,"Osgoodomys_banderanus","2439323"
"3030","Otaria byronia",193670.53,1,1,24.8,1461,357.335,364.625,"Otaria_flavescens","5218774"
"3031","Otocyon megalotis",4150,4,2,13.8,365.232,68,62.69816,"Otocyon_megalotis","2434349"
"3032","Otolemur crassicaudatus",1066.75,1.5,1,18.8,609.86,131.04,137.87508,"Otolemur_crassicaudatus","8978926"
"3033","Otolemur garnettii",473.265,1.26,1.715,17,344.83988,128.74428,91.55374,"Otolemur_garnettii","2436511"
"3034","Otolemur monteiri",1094.5,1.535,1,18.8,609.86,131.04,137.87508,"Otolemur_monteiri","7262065"
"3035","Otomops formosus",30.39,-999,-999,-999,-999,-999,-999,"Otomops_formosus","2433020"
"3036","Otomops madagascariensis",34.92,0.99,1,-999,371.23,92.54,-999,"Otomops_madagascariensis","4266495"
"3037","Otomops martiensseni",34.92,0.99,1,-999,371.23,92.54,-999,"Otomops_martiensseni","2433022"
"3038","Otomops papuensis",18.45,-999,-999,-999,-999,-999,-999,"Otomops_papuensis","2433019"
"3039","Otomops secundus",27.55,-999,-999,-999,-999,-999,-999,"Otomops_secundus","2433018"
"3040","Otomops wroughtoni",39.15,1,1,-999,-999,-999,-999,"Otomops_wroughtoni","2433021"
"3041","Otomys anchietae",114.45,1.715,4,1.833333333,97.8836,40.0434,12.87156,"Otomys_anchietae","5219868"
"3042","Otomys angoniensis",114.45,2.32,4,1.041666667,82.1772,40.0434,12.96,"Otomys_angoniensis","5219872"
"3043","Otomys barbouri",114.45,1.715,4,1.833333333,97.8836,40.0434,12.87156,"Otomys_barbouri","5706737"
"3044","Otomys burtoni",114.45,1.78,4,1.041666667,82.1772,40.0434,12.96,"Otomys_burtoni","5706740"
"3045","Otomys cuanzensis",130.65,2.86,4,1.041666667,82.1772,40.0434,12.96,"Otomys_cuanzensis","5706743"
"3046","Otomys denti",120,1.69,-999,-999,-999,-999,-999,"Otomys_denti","5219865"
"3047","Otomys dollmani",114.45,1.65,4.25,1.833333333,91.24,40.0434,12.87156,"Otomys_dollmani","5706744"
"3048","Otomys irroratus",114.45,1.715,4,1.833333333,97.8836,40.0434,12.87156,"Otomys_irroratus","5219869"
"3049","Otomys lacustris",114.45,1.715,4,1.833333333,97.8836,40.0434,12.87156,"Otomys_lacustris","5706745"
"3050","Otomys laminatus",130.65,1.715,4,1.833333333,97.8836,40.0434,12.87156,"Otomys_laminatus","5219873"
"3051","Otomys maximus",130.65,2.86,4,1.041666667,82.1772,40.0434,12.96,"Otomys_maximus","5219866"
"3052","Otomys orestes",114.45,1.675,4.25,1.833333333,91.24,40.0434,12.87156,"Otomys_orestes","5706739"
"3053","Otomys saundersiae",114.45,2.32,4,1.041666667,82.1772,40.0434,12.96,"Otomys_saundersiae","5219874"
"3054","Otomys tropicalis",114.45,1.65,4,1.833333333,97.8836,40.0434,12.87156,"Otomys_tropicalis","5219867"
"3055","Otonycteris hemprichii",21.98,1.38,-999,-999,-999,-999,-999,"Otonycteris_hemprichii","2432382"
"3056","Otonyctomys hatti",36.2,-999,-999,-999,-999,-999,-999,"Otonyctomys_hatti","2438376"
"3057","Otopteropus cartilagonodus",16.92,0.99,1.5,-999,-999,-999,-999,"Otopteropus_cartilagonodus","2432922"
"3058","Ototylomys phyllotis",93.97,2.25,-999,1.833333333,28.18,52.74,50.29544,"Ototylomys_phyllotis","2439155"
"3059","Ourebia ourebi",17186.09,1,1.53,15.83,372.09,210.5,136.962,"Ourebia_ourebi","2441135"
"3060","Ovibos moschatus",312500,1.01,0.8,24,1136.17588,258,213,"Ovibos_moschatus","2441108"
"3061","Ovis ammon",160000,1.2,1,15.89833333,403,170,135,"Ovis_ammon","2441122"
"3062","Ovis aries",110000,1.22,1,16.96666667,548,158.89436,182,"Ovis_aries","2441110"
"3063","Ovis canadensis",69125,1.03,1,20.6,707,180,152,"Ovis_canadensis","2441119"
"3064","Ovis dalli",70194.13,1.06,1,20.02083333,707,175.245,131.78788,"Ovis_dalli","2441118"
"3065","Ovis nivicola",69125,1,1,20.6,718.732,180,152,"Ovis_nivicola","2441120"
"3066","Oxymycterus akodontius",67.99,-999,-999,-999,-999,-999,-999,"Oxymycterus_akodontius","2438939"
"3067","Oxymycterus angularis",67.99,-999,-999,-999,-999,-999,-999,"Oxymycterus_angularis","2438932"
"3068","Oxymycterus dasytrichus",83.755,2.765,2.6,2.6,99.25172,-999,14.12246,"Oxymycterus_dasytrichus","4265189"
"3069","Oxymycterus delator",81.49,-999,-999,-999,-999,-999,-999,"Oxymycterus_delator","2438940"
"3070","Oxymycterus hiska",67.99,-999,-999,-999,-999,-999,-999,"Oxymycterus_hiska","2438933"
"3071","Oxymycterus hispidus",82.01,2.765,2.6,2.6,99.25172,-999,14.12246,"Oxymycterus_hispidus","2438935"
"3072","Oxymycterus hucucha",67.99,-999,-999,-999,-999,-999,-999,"Oxymycterus_hucucha","2438941"
"3073","Oxymycterus inca",34.99,-999,-999,-999,-999,-999,-999,"Oxymycterus_inca","2438936"
"3074","Oxymycterus josei",83.755,2.765,2.6,2.6,99.25172,-999,14.12246,"Oxymycterus_josei","4265190"
"3075","Oxymycterus nasutus",82.01,2.765,2.6,2.6,99.25172,-999,14.12246,"Oxymycterus_nasutus","2438942"
"3076","Oxymycterus paramensis",41.99,-999,-999,-999,-999,-999,-999,"Oxymycterus_paramensis","2438937"
"3077","Oxymycterus quaestor",82.01,2.765,2.6,2.6,99.25172,-999,14.12246,"Oxymycterus_quaestor","4265191"
"3078","Oxymycterus roberti",83.605,2.765,2.6,2.6,99.25172,-999,14.12246,"Oxymycterus_roberti","2438943"
"3079","Oxymycterus rufus",83.755,2.765,2.6,2.6,99.25172,-999,14.12246,"Oxymycterus_rufus","2438938"
"3080","Ozotoceros bezoarticus",34620.4,1,1,21.875,365,220.38,167.398,"Ozotoceros_bezoarticus","2440978"
"3081","Pachyuromys duprasi",40,4.06,-999,4.408333333,55.44,20.4,29.52292,"Pachyuromys_duprasi","2437746"
"3082","Pagophilus groenlandicus",141125,1,1.05,30,1862.3,242.9,11.35566,"Pagophilus_groenlandicus","2434801"
"3083","Paguma larvata",4300,2.3,2,18,-999,-999,109.13,"Paguma_larvata","2434654"
"3084","Palawanomys furvus",90.7,-999,-999,-999,-999,-999,-999,"Palawanomys_furvus","2438861"
"3085","Pan paniscus",35119.95,1,0.22,48,3287.088,235.3204327,854.74466,"Pan_paniscus","5219533"
"3086","Pan troglodytes",44983.5,1.075,0.2,59.35,3636.98,229,1112.13144,"Pan_troglodytes","5219534"
"3087","Panthera leo",149061.965,2.825,1,27,1095,109,216,"Panthera_leo","5219404"
"3088","Panthera onca",81150,2,0.5,23,906.15208,100.745,126,"Panthera_onca","5219426"
"3089","Panthera pardus",53074.995,2.14,1,23,937,97,110,"Panthera_pardus","5219436"
"3090","Panthera tigris",128800,2.57,0.4,26.275,1268,105.19,121,"Panthera_tigris","5219416"
"3091","Pantholops hodgsonii",30116.56,1,1.1,-999,-999,212.981,-999,"Pantholops_hodgsonii","2441103"
"3092","Papio anubis",17728.56,1.005,0.8,37.2125,1583.185,178.96,338.96,"Papio_anubis","5707341"
"3093","Papio cynocephalus",17851.25,1,0.805,37.5,1652.37,176.1334375,319.48,"Papio_cynocephalus","7262027"
"3094","Papio hamadryas",18000,1,0.8,37.5,1583.185,179.276875,300,"Papio_hamadryas","5219586"
"3095","Papio papio",18000,1.005,0.81,37.425,1652.37,179.276875,319.48,"Papio_papio","5707338"
"3096","Papio ursinus",17729.44,1.005,0.8,37.4625,1597.86,179.276875,338.96,"Papio_ursinus","7262029"
"3097","Pappogeomys alcorni",150,2,-999,-999,-999,-999,-999,"Pappogeomys_alcorni","2439400"
"3098","Pappogeomys bulleri",150,2,-999,-999,-999,-999,-999,"Pappogeomys_bulleri","2439397"
"3099","Paracoelops megalotis",11.2,-999,-999,-999,-999,-999,-999,"Paracoelops_megalotis","2432604"
"3100","Paracrocidura maxima",12.18,-999,-999,-999,-999,-999,-999,"Paracrocidura_maxima","2435498"
"3101","Paracrocidura schoutedeni",12.18,-999,-999,-999,-999,-999,-999,"Paracrocidura_schoutedeni","2435499"
"3102","Paracynictis selousi",1734.86,2.25,-999,-999,-999,-999,-999,"Paracynictis_selousi","2434109"
"3103","Paradoxurus hermaphroditus",3180,3.29,2,23.39166667,341.49192,60,-999,"Paradoxurus_hermaphroditus","2434708"
"3104","Paradoxurus jerdoni",3530.33,3,-999,11.7375,-999,-999,-999,"Paradoxurus_jerdoni","2434705"
"3105","Paradoxurus zeylonensis",2600.65,2.5,-999,17.71666667,-999,-999,-999,"Paradoxurus_zeylonensis","2434704"
"3106","Paraechinus aethiopicus",404,3.49,1,5.329166667,-999,36.7,50,"Paraechinus_aethiopicus","2437145"
"3107","Paraechinus hypomelas",292,3.2,1,7.15,-999,-999,60.936,"Paraechinus_hypomelas","2437154"
"3108","Paraechinus micropus",171,3.565,1,3.741666667,304.36,37.37032,52.961,"Paraechinus_micropus","2437161"
"3109","Parahydromys asper",526.66,-999,-999,-999,-999,-999,-999,"Parahydromys_asper","2438486"
"3110","Paraleptomys rufilatus",54.99,-999,-999,-999,-999,-999,-999,"Paraleptomys_rufilatus","2439304"
"3111","Paraleptomys wilhelmina",33.68,-999,-999,-999,-999,-999,-999,"Paraleptomys_wilhelmina","2439305"
"3112","Paralomys gerbillus",17.4,-999,-999,-999,-999,-999,-999,"Paralomys_gerbillus","4265121"
"3113","Paramelomys gressitti",85.18,2.075,-999,-999,166.32,-999,20,"Paramelomys_gressitti","4264866"
"3114","Paramelomys levipes",82.205,1.51,-999,-999,-999,-999,20,"Paramelomys_levipes","4264872"
"3115","Paramelomys lorentzii",85.7,1.75,-999,-999,166.32,-999,20,"Paramelomys_lorentzii","4264869"
"3116","Paramelomys mollis",82.81,1.52,-999,-999,-999,-999,20,"Paramelomys_mollis","4264865"
"3117","Paramelomys moncktoni",85.18,2.075,-999,-999,166.32,-999,20,"Paramelomys_moncktoni","4264871"
"3118","Paramelomys naso",82.81,1.51,-999,-999,-999,-999,20,"Paramelomys_naso","4264868"
"3119","Paramelomys platyops",87.7,1.97,-999,-999,-999,-999,20,"Paramelomys_platyops","4264864"
"3120","Paramelomys rubex",66.38,2,-999,-999,212.91,-999,20,"Paramelomys_rubex","4264870"
"3121","Paramelomys steini",72.885,2,-999,-999,-999,-999,20,"Paramelomys_steini","4264867"
"3122","Paramurexia rothschildi",53.77,4,-999,-999,289.18,20,106.54,"Paramurexia_rothschildi","2435436"
"3123","Parantechinus apicalis",70.655,7.75,1,3,324.92,48.25,117.35,"Parantechinus_apicalis","2435446"
"3124","Paranyctimene raptor",23,0.98,2,-999,-999,-999,-999,"Paranyctimene_raptor","2432976"
"3125","Parascalops breweri",50.645,4.435,1,5,317.109,36.14378,30.03364,"Parascalops_breweri","2436161"
"3126","Paraxerus alexandri",50.73,0.985,-999,-999,-999,-999,-999,"Paraxerus_alexandri","2437351"
"3127","Paraxerus boehmi",70.24,1.085,-999,0.416666667,-999,-999,-999,"Paraxerus_boehmi","2437347"
"3128","Paraxerus cepapi",222.85,2.01,2,9.566666667,212.67262,56.87,38.39,"Paraxerus_cepapi","2437354"
"3129","Paraxerus cooperi",250,-999,-999,-999,-999,-999,-999,"Paraxerus_cooperi","2437350"
"3130","Paraxerus flavovittis",160,1.33,-999,-999,-999,-999,-999,"Paraxerus_flavovittis","2437346"
"3131","Paraxerus lucifer",692.45,-999,-999,-999,-999,-999,-999,"Paraxerus_lucifer","2437353"
"3132","Paraxerus ochraceus",104.3,2.2,-999,3.241666667,-999,-999,24.36,"Paraxerus_ochraceus","2437345"
"3133","Paraxerus palliatus",295,1.6,1,2.575,-999,62.01,48.875,"Paraxerus_palliatus","2437349"
"3134","Paraxerus poensis",117,1.48,2.395,7.233333333,116.5256,55.13,-999,"Paraxerus_poensis","2437344"
"3135","Paraxerus vexillarius",675,-999,-999,-999,-999,-999,-999,"Paraxerus_vexillarius","2437352"
"3136","Paraxerus vincenti",692.45,-999,-999,-999,-999,-999,-999,"Paraxerus_vincenti","2437348"
"3137","Pardofelis marmorata",47362.495,2,1,23,937,97,110,"Pardofelis_marmorata","2435089"
"3138","Parotomys brantsii",120,2.04,3,0.5,81.77726,37.56,-999,"Parotomys_brantsii","2438856"
"3139","Parotomys littledalei",126.99,2.91,-999,-999,-999,-999,-999,"Parotomys_littledalei","2438855"
"3140","Paruromys dominator",325.31,-999,-999,-999,-999,-999,-999,"Paruromys_dominator","2438520"
"3141","Pecari tajacu",20500,1.82,2,24.7,323.83904,143.359375,50.3706,"Pecari_tajacu","2440995"
"3142","Pectinator spekei",169.7,1.17,-999,10,374.16,-999,-999,"Pectinator_spekei","2439825"
"3143","Pedetes capensis",2774.625,1,3.6,14.5,1034,78.02,46,"Pedetes_capensis","5219942"
"3144","Pedetes surdaster",2774.625,1,3.6,14.5,1034,78.02,46,"Pedetes_surdaster","5706735"
"3145","Pekania pennanti",3175,2.92,1,10.14666667,413.84,40.47988,76.76,"Martes_pennanti","8631083"
"3146","Pelea capreolus",23865.665,1,-999,12.31916667,-999,262.8916,-999,"Pelea_capreolus","5220184"
"3147","Pelomys fallax",119.23,3.335,-999,-999,-999,-999,-999,"Pelomys_fallax","2438685"
"3148","Pelomys isseli",59.99,-999,-999,-999,-999,-999,-999,"Pelomys_isseli","2438689"
"3149","Pelomys minor",49.995,2.5,-999,-999,-999,-999,-999,"Pelomys_minor","2438688"
"3150","Pentalagus furnessi",2295.21,2.44,-999,12.475,-999,-999,-999,"Pentalagus_furnessi","2436950"
"3151","Penthetor lucasi",35.39,1,-999,-999,-999,-999,-999,"Penthetor_lucasi","2432933"
"3152","Peponocephala electra",206000,1,-999,47,4245.1875,365.116,-999,"Peponocephala_electra","2440470"
"3153","Perameles bougainville",226,1.8,4,5.8,120,12,62,"Perameles_bougainville","5219458"
"3154","Perameles eremiana",499.99,2,-999,-999,-999,-999,-999,"Perameles_eremiana","5219456"
"3155","Perameles gunnii",801.5,2.155,3.8,5.7875,99.32,12.25,59.995,"Perameles_gunnii","5219455"
"3156","Perameles nasuta",720.26,2.565,2.92,5.5875,137.02,12.12,66.495,"Perameles_nasuta","5219457"
"3157","Perodicticus potto",1011,1.03,1,26,561.58,193,132.09224,"Perodicticus_potto","2436624"
"3158","Perognathus alticolus",23.99,-999,-999,-999,-999,-999,-999,"Perognathus_alticolus","4263073"
"3159","Perognathus amplus",11.835,-999,-999,5.904166667,-999,-999,-999,"Perognathus_amplus","2439553"
"3160","Perognathus fasciatus",11.42,4.99,1,-999,-999,30.118,-999,"Perognathus_fasciatus","2439561"
"3161","Perognathus flavescens",9.105,4.56,1.75,3.083333333,83.699,25.8706,-999,"Perognathus_flavescens","2439558"
"3162","Perognathus flavus",7.97,4.185,1.665,5,-999,25.63094,30.133,"Perognathus_flavus","2439566"
"3163","Perognathus inornatus",8.575,4.45,1.33,8.3,150.8611067,22.74,20.08776,"Perognathus_inornatus","2439562"
"3164","Perognathus longimembris",8.35,4.45,1.25,8.3,150.8611067,22.74,20.08776,"Perognathus_longimembris","2439563"
"3165","Perognathus merriami",7.47,4.34,2,2.5,-999,-999,22.827,"Perognathus_merriami","2439560"
"3166","Perognathus parvus",20.1,4.8,1.6,5.770833333,100,24,22.9135,"Perognathus_parvus","2439554"
"3167","Peromyscus attwateri",28.3,3.5,3.7,2.1625,49.30632,27.5,27.39184,"Peromyscus_attwateri","2437970"
"3168","Peromyscus aztecus",26.3,3.19,4,1.5,52.98816,24.95752,26.78368,"Peromyscus_aztecus","2438022"
"3169","Peromyscus beatae",23.9,3.185,3,1.5,52.98816,24.95752,26.78368,"Peromyscus_beatae","4265104"
"3170","Peromyscus boylii",23.9,3.185,4,1.5,52.98816,24.95752,26.78368,"Peromyscus_boylii","2438038"
"3171","Peromyscus bullatus",33.05,3.49,3.4,5.3625,42.46,30.13164,30,"Peromyscus_bullatus","2437994"
"3172","Peromyscus californicus",45.5,2,4.56,5.454166667,46,30,29.83,"Peromyscus_californicus","2438028"
"3173","Peromyscus caniceps",22,2.6,3.5,7.4,128.74428,26,24.95752,"Peromyscus_caniceps","2437982"
"3174","Peromyscus crinitus",16.33,3.08,2.05,6.429166667,71.19,24.95752,26.47932,"Peromyscus_crinitus","2438021"
"3175","Peromyscus dickeyi",22.365,2.615,3.5,7.4,128.74428,26,24.95752,"Peromyscus_dickeyi","2437975"
"3176","Peromyscus difficilis",28,3.5,3,5.3625,42.46,30.13164,26.47932,"Peromyscus_difficilis","2437993"
"3177","Peromyscus eremicus",21.75,2.6,3.5,7.4,128.74428,26,24.95752,"Peromyscus_eremicus","2437981"
"3178","Peromyscus eva",21.99,2.6,3.5,7.4,128.74428,26,24.95752,"Peromyscus_eva","2437965"
"3179","Peromyscus fraterculus",21.75,2.6,3.5,7.4,128.74428,26,24.95752,"Peromyscus_fraterculus","4265103"
"3180","Peromyscus furvus",32.99,1.94,-999,-999,-999,-999,-999,"Peromyscus_furvus","2438033"
"3181","Peromyscus gossypinus",22.65,4.03,3.95,5.533333333,51.13248,25.26188,22.495,"Peromyscus_gossypinus","2437988"
"3182","Peromyscus grandis",60.5,2.43,7.4,-999,49.52,31.095,31.22,"Peromyscus_grandis","2438025"
"3183","Peromyscus gratus",27.35,3.445,3.4,5.3625,42.46,28.30548,30,"Peromyscus_gratus","2437980"
"3184","Peromyscus guardia",21.75,2.6,3.5,7.4,128.74428,26,24.95752,"Peromyscus_guardia","2437986"
"3185","Peromyscus guatemalensis",41.29,2.27,7.4,5.679166667,49.52,31.095,31.22,"Peromyscus_guatemalensis","2437968"
"3186","Peromyscus gymnotis",42.58,2.415,7.4,-999,49.52,31.095,31.22,"Peromyscus_gymnotis","2438036"
"3187","Peromyscus hooperi",35.995,2.995,-999,-999,70.0028,33.5,22.90068,"Peromyscus_hooperi","2438027"
"3188","Peromyscus hylocetes",26.3,3.19,4,1.5,52.98816,24.95752,26.78368,"Peromyscus_hylocetes","4265105"
"3189","Peromyscus interparietalis",21.75,2.52,3.5,7.4,128.74428,26,20.88,"Peromyscus_interparietalis","2438020"
"3190","Peromyscus keeni",22.05,4.73,3.2,7.95,59.95794,26,22.575,"Peromyscus_keeni","2437973"
"3191","Peromyscus leucopus",22.3,4.345,3.9,7.9,70.91588,25.26188,22.33,"Peromyscus_leucopus","2438019"
"3192","Peromyscus levipes",23.9,3.185,3,1.5,52.98816,24.95752,26.78368,"Peromyscus_levipes","2437991"
"3193","Peromyscus madrensis",23.9,3.18,4,1.5,52.98816,24.95752,26.78368,"Peromyscus_madrensis","2437979"
"3194","Peromyscus maniculatus",20.5,4.615,3.55,7.95,59.95794,26,22.575,"Peromyscus_maniculatus","2437967"
"3195","Peromyscus mayensis",32.99,1.94,-999,-999,-999,-999,-999,"Peromyscus_mayensis","2437971"
"3196","Peromyscus megalops",66.2,1.9,-999,-999,50.98726,-999,22.25632,"Peromyscus_megalops","2437962"
"3197","Peromyscus mekisturus",40,2.93,-999,-999,-999,24.82876,28.9789,"Peromyscus_mekisturus","2438030"
"3198","Peromyscus melanocarpus",66.1,1.95,3.68,-999,54.19,32.23916,22.37046,"Peromyscus_melanocarpus","2437983"
"3199","Peromyscus melanophrys",40,2.93,-999,-999,-999,24.82876,28.9789,"Peromyscus_melanophrys","2437976"
"3200","Peromyscus melanotis",21.4,4.13,3.8,7.95,59.95794,25.56624,22.575,"Peromyscus_melanotis","2437974"
"3201","Peromyscus melanurus",66.15,2,-999,-999,50.98726,-999,22.25632,"Peromyscus_melanurus","2437964"
"3202","Peromyscus merriami",22,2.615,3.5,7.4,128.74428,26,24.95752,"Peromyscus_merriami","2438032"
"3203","Peromyscus mexicanus",51.54,2.415,7.4,-999,49.52,31.095,31.22,"Peromyscus_mexicanus","2438034"
"3204","Peromyscus nasutus",28,3.69,3,5.3625,42.46,30.13164,26.47932,"Peromyscus_nasutus","2437972"
"3205","Peromyscus ochraventer",36.495,3.4,-999,-999,-999,-999,-999,"Peromyscus_ochraventer","2438026"
"3206","Peromyscus pectoralis",33,3.49,3.2,5.3625,42.46,26,30,"Peromyscus_pectoralis","2438024"
"3207","Peromyscus pembertoni",21.75,2.6,3.5,7.4,128.74428,26,24.95752,"Peromyscus_pembertoni","2437987"
"3208","Peromyscus perfulvus",40,2.6,-999,-999,-999,43.53392,24.925,"Peromyscus_perfulvus","2437978"
"3209","Peromyscus polionotus",14,3.6,2.7,5.495833333,29.98,24,23.13136,"Peromyscus_polionotus","2437996"
"3210","Peromyscus polius",26.3,3.185,4,1.5,52.98816,24.95752,26.78368,"Peromyscus_polius","2437969"
"3211","Peromyscus pseudocrinitus",21.5,2.6,3.5,7.4,128.74428,26,24.95752,"Peromyscus_pseudocrinitus","2438037"
"3212","Peromyscus sagax",23.9,3.185,3,1.5,52.98816,24.95752,26.78368,"Peromyscus_sagax","4265102"
"3213","Peromyscus sejugis",20.95,4.615,3.55,7.95,59.95794,26,22.575,"Peromyscus_sejugis","2437992"
"3214","Peromyscus simulus",26.3,3.185,4,1.5,52.98816,24.95752,26.78368,"Peromyscus_simulus","2437966"
"3215","Peromyscus slevini",20.5,4.615,3.55,7.95,59.95794,26,22.575,"Peromyscus_slevini","2438029"
"3216","Peromyscus spicilegus",28.7,3.19,4,1.5,52.98816,24.95752,26.78368,"Peromyscus_spicilegus","2437963"
"3217","Peromyscus stephani",23.9,3.185,4,1.5,52.98816,24.95752,26.78368,"Peromyscus_stephani","2438031"
"3218","Peromyscus stirtoni",42.58,2.38,7.4,-999,49.52,31.095,31.22,"Peromyscus_stirtoni","2438023"
"3219","Peromyscus truei",33,3.49,3.4,5.3625,42.46,30.13164,30,"Peromyscus_truei","2437985"
"3220","Peromyscus winkelmanni",28.7,3.19,4,1.5,52.98816,24.95752,26.78368,"Peromyscus_winkelmanni","2437995"
"3221","Peromyscus yucatanicus",34.855,3,5.735,-999,49.35,30.8,31.22,"Peromyscus_yucatanicus","2437984"
"3222","Peromyscus zarhynchus",42.58,2.27,7.4,-999,49.52,31.095,31.22,"Peromyscus_zarhynchus","2437977"
"3223","Peropteryx kappleri",9.85,1,1.51,-999,-999,137.96,59.91,"Peropteryx_kappleri","2433142"
"3224","Peropteryx leucoptera",12.8,-999,-999,-999,-999,-999,-999,"Peropteryx_leucoptera","2433141"
"3225","Peropteryx macrotis",230.99,1,-999,19.39166667,-999,129.27,-999,"Peropteryx_macrotis","2433140"
"3226","Peropteryx trinitatis",5.68,1,-999,19.39166667,-999,129.27,-999,"Peropteryx_trinitatis","7261658"
"3227","Peroryctes broadbenti",4800,1.76,-999,-999,-999,12,-999,"Peroryctes_broadbenti","2435332"
"3228","Peroryctes raffrayana",790.315,1.635,-999,3.241666667,90,15,60,"Peroryctes_raffrayana","2435329"
