,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Productivity_g_yr,Trophic,Group,rmax
7091,1,2,Mammal,Carnivora,Ursus americanus,97000,41710,Carnivore,Eutherian,0.43
7101,1,2,Mammal,Carnivora,Ursus arctos,191381.5202,57414.45606,Carnivore,Eutherian,0.3
7111,1,2,Mammal,Carnivora,Ursus maritimus,272500,103550,Carnivore,Eutherian,0.38
522,1,2,Mammal,Carnivora,Ursus thibetanus,103750,30800,Carnivore,Eutherian,0.29686747
523,1,2,Mammal,Carnivora,Ursus ursinus,1e+05,13181.968,Carnivore,Eutherian,0.13181968
524,1,2,Mammal,Carnivora,Vormela peregusna,542.5,609,Carnivore,Eutherian,1.122580645
525,1,2,Mammal,Carnivora,Vulpes corsac,2700,1760,Carnivore,Eutherian,0.651851852
7191,1,2,Mammal,Carnivora,Vulpes lagopus,5200,5210,Carnivore,Eutherian,1.001923077
7201,1,2,Mammal,Carnivora,Vulpes velox,2400,1690,Carnivore,Eutherian,0.704166667
721,1,2,Mammal,Carnivora,Vulpes vulpes,5377.74246,8927.052484,Carnivore,Eutherian,1.66
722,1,2,Mammal,Carnivora,Vulpes zerda,1152.391377,1163.915291,Carnivore,Eutherian,1.01
724,1,2,Mammal,Carnivora,Zalophus californianus,180000,27900,Carnivore,Eutherian,0.155
80,1,2,Mammal,Cetacea,Balaena mysticetus,1e+08,4820000,Carnivore,Eutherian,0.0482
81,1,2,Mammal,Cetacea,Balaenoptera acutorostrata,9896918.639,1286599.423,Carnivore,Eutherian,0.13
82,1,2,Mammal,Cetacea,Balaenoptera borealis,2e+07,1790000,Carnivore,Eutherian,0.0895
546,1,2,Mammal,Cetacea,Balaenoptera edeni,1.6e+07,1530000,Carnivore,Eutherian,0.095625
831,1,2,Mammal,Cetacea,Balaenoptera musculus,1.36e+08,1.4e+07,Carnivore,Eutherian,0.102941176
841,1,2,Mammal,Cetacea,Balaenoptera physalus,7e+07,6310000,Carnivore,Eutherian,0.090142857
87,1,2,Mammal,Cetacea,Berardius bairdii,11380000,711000,Carnivore,Eutherian,0.062478032
222,1,2,Mammal,Cetacea,Delphinapterus leucas,1430000,121000,Carnivore,Eutherian,0.084615385
557,1,2,Mammal,Cetacea,Delphinus delphis,80000,22429.90654,Carnivore,Eutherian,0.280373832
255,1,2,Mammal,Cetacea,Eschrichtius robustus,28500000,2790000,Carnivore,Eutherian,0.097894737
560,1,2,Mammal,Cetacea,Eubalaena australis,4.5e+07,3180000,Carnivore,Eutherian,0.070666667
257,1,2,Mammal,Cetacea,Eubalaena glacialis,33915638.69,2475841.624,Carnivore,Eutherian,0.073
563,1,2,Mammal,Cetacea,Globicephala macrorhynchus,2200000,115000,Carnivore,Eutherian,0.052272727
297,1,2,Mammal,Cetacea,Globicephala melas,1055115.493,94960.39437,Carnivore,Eutherian,0.09
566,1,2,Mammal,Cetacea,Hyperoodon ampullatus,6500000,782000,Carnivore,Eutherian,0.120307692
327,1,2,Mammal,Cetacea,Lagenorhynchus acutus,208000,21300,Carnivore,Eutherian,0.102403846
569,1,2,Mammal,Cetacea,Lipotes vexillifer,83500,7040,Carnivore,Eutherian,0.084311377
400,1,2,Mammal,Cetacea,Megaptera novaeangliae,42432634.84,4115965.579,Carnivore,Eutherian,0.097
4331,1,2,Mammal,Cetacea,Monodon monoceros,1250000,98600,Carnivore,Eutherian,0.07888
461,1,2,Mammal,Cetacea,Neophocaena phocaenoides,32500,14000,Carnivore,Eutherian,0.430769231
482,1,2,Mammal,Cetacea,Orcinus orca,3987500,208000,Carnivore,Eutherian,0.052163009
552,1,2,Mammal,Cetacea,Phocoena phocoena,52500,10700,Carnivore,Eutherian,0.203809524
553,1,2,Mammal,Cetacea,Phocoenoides dalli,120000,16000,Carnivore,Eutherian,0.133333333
584,1,2,Mammal,Cetacea,Physeter catodon,17550924.58,1579583.212,Carnivore,Eutherian,0.09
585,1,2,Mammal,Cetacea,Physeter macrocephalus,28500000,1600000,Carnivore,Eutherian,0.056140351
586,1,2,Mammal,Cetacea,Pontoporia blainvillei,37033.94694,4444.073633,Carnivore,Eutherian,0.12
587,1,2,Mammal,Cetacea,Pseudorca crassidens,748000,21100,Carnivore,Eutherian,0.028208556
6451,1,2,Mammal,Cetacea,Stenella attenuata,112500,7960,Carnivore,Eutherian,0.070755556
646,1,2,Mammal,Cetacea,Stenella coeruleoalba,112500,10600,Carnivore,Eutherian,0.094222222
593,1,2,Mammal,Cetacea,Stenella longirostris,53039.57067,3712.769947,Carnivore,Eutherian,0.07
7001,1,2,Mammal,Cetacea,Tursiops truncatus,166916.7807,33383.35614,Carnivore,Eutherian,0.2
597,1,2,Mammal,Chiroptera,Anoura geoffroyi,15,15,Carnivore,Eutherian,1
598,1,2,Mammal,Chiroptera,Artibeus jamaicensis,42.2,20.3,Carnivore,Eutherian,0.481042654
599,1,2,Mammal,Chiroptera,Balantiopteryx plicata,6,6,Carnivore,Eutherian,1
138,1,2,Mammal,Chiroptera,Carollia perspicillata,19,38.38,Carnivore,Eutherian,2.02
602,1,2,Mammal,Chiroptera,Chaerephon pumila,11,33,Carnivore,Eutherian,3
205,1,2,Mammal,Chiroptera,Cynopterus brachyotis,32,64,Carnivore,Eutherian,2
2061,1,2,Mammal,Chiroptera,Cynopterus sphinx,44,88,Carnivore,Eutherian,2
607,1,2,Mammal,Chiroptera,Desmodus rotundus,33.2,14.9,Carnivore,Eutherian,0.448795181
608,1,1,Mammal,Chiroptera,Dobsonia moluccensis,381,381,Herbivore,Eutherian,1
609,1,1,Mammal,Chiroptera,Eidolon helvum,253,253,Herbivore,Eutherian,1
610,1,2,Mammal,Chiroptera,Eonycteris spelaea,57,114,Carnivore,Eutherian,2
2485,1,2,Mammal,Chiroptera,Eptesicus fuscus,16,30.08,Carnivore,Eutherian,1.88
613,1,2,Mammal,Chiroptera,Eptesicus regulus,5,5,Carnivore,Eutherian,1
614,1,2,Mammal,Chiroptera,Eptesicus serotinus,23,23,Carnivore,Eutherian,1
615,1,2,Mammal,Chiroptera,Glossophaga soricina,8,20,Carnivore,Eutherian,2.5
307,1,2,Mammal,Chiroptera,Haplonycteris fischeri,18,18,Carnivore,Eutherian,1
618,1,2,Mammal,Chiroptera,Hipposideros caffer,9,9,Carnivore,Eutherian,1
619,1,2,Mammal,Chiroptera,Hipposideros commersoni,99,99,Carnivore,Eutherian,1
620,1,2,Mammal,Chiroptera,Hipposideros cyclops,34,34,Carnivore,Eutherian,1
621,1,2,Mammal,Chiroptera,Hipposideros fulvus,7,1.78,Carnivore,Eutherian,0.254285714
622,1,2,Mammal,Chiroptera,Hipposideros lankadiva,52,52,Carnivore,Eutherian,1
3446,1,2,Mammal,Chiroptera,Lasionycteris noctivagans,8,17.95,Carnivore,Eutherian,2.24375
625,1,2,Mammal,Chiroptera,Lasiurus borealis,11,28.58166667,Carnivore,Eutherian,2.598333334
626,1,2,Mammal,Chiroptera,Lasiurus cinereus,25,47.5,Carnivore,Eutherian,1.9
627,1,2,Mammal,Chiroptera,Lavia frons,24,24,Carnivore,Eutherian,1
628,1,2,Mammal,Chiroptera,Macroderma gigas,137.467489,20.62012335,Carnivore,Eutherian,0.15
399,1,2,Mammal,Chiroptera,Megaderma lyra,46,46,Carnivore,Eutherian,1
631,1,2,Mammal,Chiroptera,Miniopterus schreibersi,11,11.0275,Carnivore,Eutherian,1.0025
632,1,2,Mammal,Chiroptera,Miniopterus schreibersii,13,3.46,Carnivore,Eutherian,0.266153846
633,1,2,Mammal,Chiroptera,Molossus ater,32,32,Carnivore,Eutherian,1
634,1,2,Mammal,Chiroptera,Molossus molossus,14,28,Carnivore,Eutherian,2
635,1,2,Mammal,Chiroptera,Mops condylurus,28,56,Carnivore,Eutherian,2
636,1,2,Mammal,Chiroptera,Myotis albescens,5,15,Carnivore,Eutherian,3
637,1,2,Mammal,Chiroptera,Myotis daubentoni,7,7,Carnivore,Eutherian,1
638,1,2,Mammal,Chiroptera,Myotis daubentonii,8.5,2.17,Carnivore,Eutherian,0.255294118
639,1,2,Mammal,Chiroptera,Myotis emarginatus,11,3.28,Carnivore,Eutherian,0.298181818
640,1,2,Mammal,Chiroptera,Myotis grisescens,9.25,2.74,Carnivore,Eutherian,0.296216216
450,1,2,Mammal,Chiroptera,Myotis lucifugus,8,8.024,Carnivore,Eutherian,1.003
451,1,2,Mammal,Chiroptera,Myotis myotis,25,50,Carnivore,Eutherian,2
645,1,2,Mammal,Chiroptera,Myotis mystacinus,5.3,1.65,Carnivore,Eutherian,0.311320755
452,1,2,Mammal,Chiroptera,Myotis nigricans,4,12,Carnivore,Eutherian,3
648,1,2,Mammal,Chiroptera,Myotis thysanodes,8,8,Carnivore,Eutherian,1
649,1,2,Mammal,Chiroptera,Myotis tricolor,14,14,Carnivore,Eutherian,1
453,1,2,Mammal,Chiroptera,Myotis velifer,8,8,Carnivore,Eutherian,1
652,1,2,Mammal,Chiroptera,Myotis volans,7,2.54,Carnivore,Eutherian,0.362857143
4661,1,2,Mammal,Chiroptera,Nyctalus noctula,28,33.88,Carnivore,Eutherian,1.21
655,1,2,Mammal,Chiroptera,Nycteris macrotis,14,28,Carnivore,Eutherian,2
656,1,2,Mammal,Chiroptera,Nycteris nana,7,7,Carnivore,Eutherian,1
657,1,2,Mammal,Chiroptera,Nycteris thebaica,8,8,Carnivore,Eutherian,1
658,1,2,Mammal,Chiroptera,Nyctimene rabori,68,68,Carnivore,Eutherian,1
659,1,2,Mammal,Chiroptera,Nyctophilus gouldi,8,15.45,Carnivore,Eutherian,1.93125
660,1,2,Mammal,Chiroptera,Perimyotis subflavus,7.5,4.02,Carnivore,Eutherian,0.536
661,1,2,Mammal,Chiroptera,Peropteryx kappleri,9,9.477,Carnivore,Eutherian,1.053
662,1,2,Mammal,Chiroptera,Phyllostomus hastatus,92,92,Carnivore,Eutherian,1
663,1,2,Mammal,Chiroptera,Pipistrellus ceylonicus,8,16,Carnivore,Eutherian,2
664,1,2,Mammal,Chiroptera,Pipistrellus mimus,3,18,Carnivore,Eutherian,6
665,1,2,Mammal,Chiroptera,Pipistrellus nathusii,10,6.33,Carnivore,Eutherian,0.633
556,1,2,Mammal,Chiroptera,Pipistrellus pipistrellus,6,7.647428572,Carnivore,Eutherian,1.274571429
668,1,2,Mammal,Chiroptera,Pipistrellus subflavus,6,12,Carnivore,Eutherian,2
562,1,2,Mammal,Chiroptera,Plecotus auritus,8,8,Carnivore,Eutherian,1
671,1,2,Mammal,Chiroptera,Plecotus rafinesquii,9,9,Carnivore,Eutherian,1
672,1,2,Mammal,Chiroptera,Plecotus townsendii,8,8,Carnivore,Eutherian,1
583,1,1,Mammal,Chiroptera,Pteropus giganteus,804,804,Herbivore,Eutherian,1
5841,1,1,Mammal,Chiroptera,Pteropus poliocephalus,750,750,Herbivore,Eutherian,1
678,1,1,Mammal,Chiroptera,Pteropus rodricensis,254,254,Herbivore,Eutherian,1
679,1,1,Mammal,Chiroptera,Pteropus scapulatus,300,84.9,Herbivore,Eutherian,0.283
680,1,2,Mammal,Chiroptera,Rhinolophus capensis,13,13,Carnivore,Eutherian,1
681,1,2,Mammal,Chiroptera,Rhinolophus clivosus,16,16,Carnivore,Eutherian,1
601,1,2,Mammal,Chiroptera,Rhinolophus euryale,8,8,Carnivore,Eutherian,1
6021,1,2,Mammal,Chiroptera,Rhinolophus ferrumequinum,21,21,Carnivore,Eutherian,1
686,1,2,Mammal,Chiroptera,Rhinolophus fumigatus,13,13,Carnivore,Eutherian,1
603,1,2,Mammal,Chiroptera,Rhinolophus hipposideros,5,5,Carnivore,Eutherian,1
604,1,2,Mammal,Chiroptera,Rhinolophus megaphyllus,11.00018528,12.65021307,Carnivore,Eutherian,1.15
691,1,2,Mammal,Chiroptera,Rhinolophus rouxi,12,12,Carnivore,Eutherian,1
692,1,2,Mammal,Chiroptera,Rhinonicteris aurantia,9,9,Carnivore,Eutherian,1
693,1,2,Mammal,Chiroptera,Rhinopoma hardwickei,14,14,Carnivore,Eutherian,1
694,1,2,Mammal,Chiroptera,Rhinopoma microphyllum,28,28.051282,Carnivore,Eutherian,1.0018315
6081,1,1,Mammal,Chiroptera,Rousettus aegyptiacus,148.6620099,59.46480396,Herbivore,Eutherian,0.4
697,1,1,Mammal,Chiroptera,Rousettus amplexicaudatus,79,158,Herbivore,Eutherian,2
698,1,1,Mammal,Chiroptera,Rousettus leschenaulti,97,195.5772329,Herbivore,Eutherian,2.016260133
699,1,1,Mammal,Chiroptera,Rousettus leschenaultii,108.25,57.5,Herbivore,Eutherian,0.531177829
700,1,2,Mammal,Chiroptera,Saccopteryx bilineata,7.9,2.11,Carnivore,Eutherian,0.267088608
701,1,2,Mammal,Chiroptera,Saccopteryx leptura,5,8,Carnivore,Eutherian,1.6
702,1,2,Mammal,Chiroptera,Scotophilus heathi,35,70,Carnivore,Eutherian,2
703,1,2,Mammal,Chiroptera,Scotophilus kuhlii,23,46,Carnivore,Eutherian,2
704,1,2,Mammal,Chiroptera,Tadarida aegyptiaca,17,17,Carnivore,Eutherian,1
667,1,2,Mammal,Chiroptera,Tadarida brasiliensis,12,12,Carnivore,Eutherian,1
707,1,2,Mammal,Chiroptera,Taphozous georgianus,28,28,Carnivore,Eutherian,1
708,1,2,Mammal,Chiroptera,Taphozous longimanus,27,54,Carnivore,Eutherian,2
709,1,2,Mammal,Chiroptera,Taphozous melanopogon,28,28,Carnivore,Eutherian,1
710,1,2,Mammal,Chiroptera,Taphozous nudiventris,34,34,Carnivore,Eutherian,1
711,1,2,Mammal,Chiroptera,Tylonycteris pachypus,4,7.68,Carnivore,Eutherian,1.92
712,1,2,Mammal,Chiroptera,Uroderma bilobatum,17,34,Carnivore,Eutherian,2
713,1,2,Mammal,Chiroptera,Vespertilio murinus,18.7,6.96,Carnivore,Eutherian,0.372192513
714,1,2,Mammal,Dasyuromorphia,Antechinomys laniger,24,23.3,Carnivore,Marsupial,0.970833333
715,1,2,Mammal,Dasyuromorphia,Antechinus agilis,18,18.6,Carnivore,Marsupial,1.033333333
4010,1,2,Mammal,Dasyuromorphia,Antechinus bellus,34.00165058,62.56303707,Carnivore,Marsupial,1.84
718,1,2,Mammal,Dasyuromorphia,Antechinus flavipes,45,38.6,Carnivore,Marsupial,0.857777778
719,1,2,Mammal,Dasyuromorphia,Antechinus leo,54.00077591,96.66138888,Carnivore,Marsupial,1.79
720,1,2,Mammal,Dasyuromorphia,Antechinus minimus,41.99523347,66.35246888,Carnivore,Marsupial,1.58
4110,1,2,Mammal,Dasyuromorphia,Antechinus stuartii,22.34601058,37.98821799,Carnivore,Marsupial,1.7
42,1,2,Mammal,Dasyuromorphia,Antechinus swainsonii,52.37210139,90.08001439,Carnivore,Marsupial,1.72
727,1,2,Mammal,Dasyuromorphia,Dasycercus byrnei,99.9769768,213.9507304,Carnivore,Marsupial,2.14
2139,1,2,Mammal,Dasyuromorphia,Dasycercus cristicauda,92.98223906,142.2628258,Carnivore,Marsupial,1.53
731,1,2,Mammal,Dasyuromorphia,Dasykaluta rosamondae,29.99853181,49.19759217,Carnivore,Marsupial,1.64
732,1,2,Mammal,Dasyuromorphia,Dasyuroides byrnei,105,138,Carnivore,Marsupial,1.314285714
217,1,2,Mammal,Dasyuromorphia,Dasyurus geoffroii,1086.675811,1499.612619,Carnivore,Marsupial,1.38
218,1,2,Mammal,Dasyuromorphia,Dasyurus hallucatus,477.969297,755.1914893,Carnivore,Marsupial,1.58
219,1,2,Mammal,Dasyuromorphia,Dasyurus maculatus,5500,3270,Carnivore,Marsupial,0.594545455
220,1,2,Mammal,Dasyuromorphia,Dasyurus viverrinus,843,1399.38,Carnivore,Marsupial,1.66
746,1,2,Mammal,Dasyuromorphia,Ningaui ridei,8.499629594,13.76939994,Carnivore,Marsupial,1.62
747,1,2,Mammal,Dasyuromorphia,Parantechinus apicalis,70,65.8,Carnivore,Marsupial,0.94
748,1,2,Mammal,Dasyuromorphia,Parantechinus bilarni,24.99769702,32.99696007,Carnivore,Marsupial,1.32
542,1,2,Mammal,Dasyuromorphia,Phascogale calura,43.00312336,72.24524724,Carnivore,Marsupial,1.68
543,1,2,Mammal,Dasyuromorphia,Phascogale tapoatafa,156,393.12,Carnivore,Marsupial,2.52
558,1,2,Mammal,Dasyuromorphia,Planigale gilesi,7,27.93,Carnivore,Marsupial,3.99
559,1,2,Mammal,Dasyuromorphia,Planigale maculata,10.27306415,36.26391645,Carnivore,Marsupial,3.53
5601,1,2,Mammal,Dasyuromorphia,Planigale tenuirostris,6.134794224,12.39228433,Carnivore,Marsupial,2.02
580,1,2,Mammal,Dasyuromorphia,Pseudantechinus macdonnellensis,35.95837026,50.34171836,Carnivore,Marsupial,1.4
763,1,2,Mammal,Dasyuromorphia,Pseudantechinus ningbing,17.49846689,19.07332891,Carnivore,Marsupial,1.09
617,1,2,Mammal,Dasyuromorphia,Sarcophilus harrisii,8000,5280,Carnivore,Marsupial,0.66
6181,1,2,Mammal,Dasyuromorphia,Sarcophilus laniarius,6020.048637,4454.835991,Carnivore,Marsupial,0.74
6341,1,2,Mammal,Dasyuromorphia,Sminthopsis crassicaudata,15.47747104,70.42249323,Carnivore,Marsupial,4.55
771,1,2,Mammal,Dasyuromorphia,Sminthopsis dolichura,12.39938086,25.17074315,Carnivore,Marsupial,2.03
772,1,2,Mammal,Dasyuromorphia,Sminthopsis laniger,22.69864852,46.0782565,Carnivore,Marsupial,2.03
773,1,2,Mammal,Dasyuromorphia,Sminthopsis leucopus,19.00203003,32.30345105,Carnivore,Marsupial,1.7
6351,1,2,Mammal,Dasyuromorphia,Sminthopsis macroura,20.31421291,120.0569983,Carnivore,Marsupial,5.91
777,1,2,Mammal,Dasyuromorphia,Sminthopsis murina,14.80471325,25.46410679,Carnivore,Marsupial,1.72
778,1,2,Mammal,Dasyuromorphia,Sminthopsis ooldea,11.00018528,19.91033536,Carnivore,Marsupial,1.81
6361,1,2,Mammal,Dasyuromorphia,Sminthopsis virginiae,34.00165058,90.10437404,Carnivore,Marsupial,2.65
781,1,9,Mammal,Didelphimorphia,Caluromys derbianus,300,288,Omnivore,Marsupial,0.96
124,1,9,Mammal,Didelphimorphia,Caluromys philander,186.9820858,452.4966476,Omnivore,Marsupial,2.42
1641,1,9,Mammal,Didelphimorphia,Chironectes minimus,697,683.06,Omnivore,Marsupial,0.98
786,1,9,Mammal,Didelphimorphia,Didelphis albiventris,825.0874855,2194.732711,Omnivore,Marsupial,2.659999999
2311,1,9,Mammal,Didelphimorphia,Didelphis marsupialis,1379.748721,5270.640114,Omnivore,Marsupial,3.82
23210,1,9,Mammal,Didelphimorphia,Didelphis virginiana,2432.204009,12744.74901,Omnivore,Marsupial,5.240000001
796,1,9,Mammal,Didelphimorphia,Marmosa canescens,40,248,Omnivore,Marsupial,6.2
797,1,9,Mammal,Didelphimorphia,Marmosa mexicana,57,311.79,Omnivore,Marsupial,5.47
3931,1,9,Mammal,Didelphimorphia,Marmosa robinsoni,85.56575761,577.5688639,Omnivore,Marsupial,6.75
802,1,9,Mammal,Didelphimorphia,Marmosops impavidus,41,212.38,Omnivore,Marsupial,5.18
803,1,9,Mammal,Didelphimorphia,Marmosops invictus,40.5,210.6,Omnivore,Marsupial,5.2
804,1,9,Mammal,Didelphimorphia,Metachirus nudicaudatus,437,659.87,Omnivore,Marsupial,1.51
805,1,9,Mammal,Didelphimorphia,Micoureus alstoni,105,475.65,Omnivore,Marsupial,4.53
806,1,9,Mammal,Didelphimorphia,Monodelphis adusta,35,152.25,Omnivore,Marsupial,4.35
807,1,9,Mammal,Didelphimorphia,Monodelphis brevicaudata,90,130,Omnivore,Marsupial,1.444444444
432,1,9,Mammal,Didelphimorphia,Monodelphis domestica,85,369.75,Omnivore,Marsupial,4.35
547,1,9,Mammal,Didelphimorphia,Philander opossum,581.2995677,3359.911501,Omnivore,Marsupial,5.779999999
733,1,1,Mammal,Diprotodontia,Acrobates pygmaeus,12.96283521,23.59236008,Herbivore,Marsupial,1.82
11,1,1,Mammal,Diprotodontia,Aepyprymnus rufescens,2655.216878,3133.155916,Herbivore,Marsupial,1.18
818,1,1,Mammal,Diprotodontia,Bettongia gaimardi,1516.351901,1652.823572,Herbivore,Marsupial,1.09
88,1,1,Mammal,Diprotodontia,Bettongia lesueur,1299.870237,2092.791082,Herbivore,Marsupial,1.61
891,1,1,Mammal,Diprotodontia,Bettongia penicillata,1127.716669,1894.564004,Herbivore,Marsupial,1.68
107,1,1,Mammal,Diprotodontia,Burramys parvus,43.13204007,45.71996247,Herbivore,Marsupial,1.06
826,1,1,Mammal,Diprotodontia,Cercartetus caudatus,29.99853181,34.19832626,Herbivore,Marsupial,1.14
150,1,1,Mammal,Diprotodontia,Cercartetus nanus,39.43664854,144.7325001,Herbivore,Marsupial,3.669999999
226,1,1,Mammal,Diprotodontia,Dendrolagus matschiei,8002.026771,2240.567496,Herbivore,Marsupial,0.28
2381,1,1,Mammal,Diprotodontia,Dorcopsis luctuosa,3570.26128,2142.156768,Herbivore,Marsupial,0.6
302,1,1,Mammal,Diprotodontia,Gymnobelideus leadbeateri,148.5935642,141.163886,Herbivore,Marsupial,0.95
835,1,1,Mammal,Diprotodontia,Hypsiprymnodon moschatus,510.9754091,362.7925405,Herbivore,Marsupial,0.71
3295,1,1,Mammal,Diprotodontia,Lagorchestes conspicillatus,2824.879975,2203.406381,Herbivore,Marsupial,0.78
33010,1,1,Mammal,Diprotodontia,Lagorchestes hirsutus,1310.086586,1283.884854,Herbivore,Marsupial,0.98
840,1,1,Mammal,Diprotodontia,Lagostrophus fasciatus,1800.11396,522.0330484,Herbivore,Marsupial,0.29
3454,1,1,Mammal,Diprotodontia,Lasiorhinus latifrons,26668.58665,9334.005328,Herbivore,Marsupial,0.35
380,1,1,Mammal,Diprotodontia,Macropus agilis,16000,7110,Herbivore,Marsupial,0.444375
846,1,1,Mammal,Diprotodontia,Macropus antilopinus,49500,14900,Herbivore,Marsupial,0.301010101
847,1,1,Mammal,Diprotodontia,Macropus dorsalis,6499.800097,3769.884056,Herbivore,Marsupial,0.58
381,1,1,Mammal,Diprotodontia,Macropus eugenii,5135.704178,2259.709838,Herbivore,Marsupial,0.44
382,1,1,Mammal,Diprotodontia,Macropus fuliginosus,23664.64533,15618.66592,Herbivore,Marsupial,0.66
383,1,1,Mammal,Diprotodontia,Macropus giganteus,24957.43795,13726.59087,Herbivore,Marsupial,0.55
384,1,1,Mammal,Diprotodontia,Macropus parma,3775,2453.75,Herbivore,Marsupial,0.65
385,1,1,Mammal,Diprotodontia,Macropus parryi,11000.18528,4620.077818,Herbivore,Marsupial,0.42
3861,1,1,Mammal,Diprotodontia,Macropus robustus,30000,10300,Herbivore,Marsupial,0.343333333
3871,1,1,Mammal,Diprotodontia,Macropus rufogriseus,13800.66456,6624.318989,Herbivore,Marsupial,0.48
870,1,1,Mammal,Diprotodontia,Macropus rufogriseus banksianus,16200,6156,Herbivore,Marsupial,0.38
871,1,1,Mammal,Diprotodontia,Macropus rufogriseus rufogriseus,16200,5994,Herbivore,Marsupial,0.37
388,1,1,Mammal,Diprotodontia,Macropus rufus,55000,20100,Herbivore,Marsupial,0.365454545
479,1,1,Mammal,Diprotodontia,Onychogalea fraenata,3400.165058,4556.221178,Herbivore,Marsupial,1.34
880,1,1,Mammal,Diprotodontia,Petauroides volans,1392.194777,417.6584331,Herbivore,Marsupial,0.3
531,1,1,Mammal,Diprotodontia,Petaurus australis,572.5,147,Herbivore,Marsupial,0.256768559
532,1,1,Mammal,Diprotodontia,Petaurus breviceps,121.9551094,143.9070291,Herbivore,Marsupial,1.18
886,1,1,Mammal,Diprotodontia,Petrogale assimilis,4300.312336,2322.168661,Herbivore,Marsupial,0.54
533,1,1,Mammal,Diprotodontia,Petrogale concinna,1349.895035,877.4317728,Herbivore,Marsupial,0.65
534,1,1,Mammal,Diprotodontia,Petrogale penicillata,6299.411805,3275.694139,Herbivore,Marsupial,0.52
535,1,1,Mammal,Diprotodontia,Petrogale xanthopus,7000.031591,3780.017059,Herbivore,Marsupial,0.54
544,1,1,Mammal,Diprotodontia,Phascolarctos cinereus,9300,2480,Herbivore,Marsupial,0.266666667
571,1,1,Mammal,Diprotodontia,Potorous longipes,1650.061001,874.5323305,Herbivore,Marsupial,0.53
572,1,1,Mammal,Diprotodontia,Potorous tridactylus,876,928.56,Herbivore,Marsupial,1.06
581,1,1,Mammal,Diprotodontia,Pseudocheirus peregrinus,885,778.8,Herbivore,Marsupial,0.88
624,1,1,Mammal,Diprotodontia,Setonix brachyurus,3250,2470,Herbivore,Marsupial,0.76
909,1,1,Mammal,Diprotodontia,Tarsipes rostratus,9.486368699,28.4591061,Herbivore,Marsupial,3
6791,1,1,Mammal,Diprotodontia,Thylogale billardierii,3900.317845,2379.193885,Herbivore,Marsupial,0.61
913,1,1,Mammal,Diprotodontia,Thylogale stigmatica,4100,1960,Herbivore,Marsupial,0.47804878
6801,1,1,Mammal,Diprotodontia,Thylogale thetis,3800.143529,2204.083247,Herbivore,Marsupial,0.58
6911,1,1,Mammal,Diprotodontia,Trichosurus caninus,2900.013369,899.0041444,Herbivore,Marsupial,0.31
6921,1,1,Mammal,Diprotodontia,Trichosurus vulpecula,2243.881924,1682.911443,Herbivore,Marsupial,0.75
7181,1,1,Mammal,Diprotodontia,Vombatus ursinus,26001.59563,4680.287213,Herbivore,Marsupial,0.18
723,1,1,Mammal,Diprotodontia,Wallabia bicolor,12998.70237,6369.364161,Herbivore,Marsupial,0.49
928,1,1,Mammal,Diprotodontia,Wyulda squamicaudata,1674.942876,401.9862902,Herbivore,Marsupial,0.24
929,1,9,Mammal,Eulipotyphla,Atelerix albiventris,500,600,Omnivore,Eutherian,1.2
91,1,2,Mammal,Eulipotyphla,Blarina brevicauda,17,216.41,Carnivore,Eutherian,12.73
933,1,2,Mammal,Eulipotyphla,Blarina hylophaga,14.5,22.4,Carnivore,Eutherian,1.544827586
934,1,2,Mammal,Eulipotyphla,Condylura cristata,55.3,35.4,Carnivore,Eutherian,0.640144665
935,1,2,Mammal,Eulipotyphla,Crocidura hirta,13.67,67.42857143,Carnivore,Eutherian,4.932594838
19210,1,2,Mammal,Eulipotyphla,Crocidura russula,11.63,131.5367308,Carnivore,Eutherian,11.31012303
193,1,2,Mammal,Eulipotyphla,Crocidura suaveolens,7.7,78.505,Carnivore,Eutherian,10.19545455
940,1,2,Mammal,Eulipotyphla,Cryptotis goldmani,9.5,29.925,Carnivore,Eutherian,3.15
